date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:52:25	85523/85523	---M--	200	added ('OK')	image/jpeg	etag:%225fb516a4-14e13%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-01.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-01.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:25	66833/66833	---M--	200	added ('OK')	image/jpeg	etag:%225fb516a4-10511%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-02.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-02.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:26	93107/93107	---M--	200	added ('OK')	image/jpeg	etag:%225fb516a6-16bb3%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-03.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-03.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:26	92715/92715	---M--	200	added ('OK')	image/jpeg	etag:%225fb516a6-16a2b%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-04.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-04.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:26	115960/115960	---M--	200	added ('OK')	image/jpeg	etag:%225fb516a8-1c4f8%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-05.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-05.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:27	138448/138448	---M--	200	added ('OK')	image/jpeg	etag:%225fb516a9-21cd0%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-07.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-07.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:27	115300/115300	---M--	200	added ('OK')	image/jpeg	etag:%225fb516a8-1c264%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-06.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-06.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:27	132468/132468	---M--	200	added ('OK')	image/jpeg	etag:%225fb516aa-20574%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-08.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-08.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:27	127133/127133	---M--	200	added ('OK')	image/jpeg	etag:%225fb516ab-1f09d%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-09.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-09.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:28	123336/123336	---M--	200	added ('OK')	image/jpeg	etag:%225fb516ac-1e1c8%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-10.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-10.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:28	36266/36266	---M--	200	added ('OK')	image/png	etag:%225fb516ad-8daa%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-01.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-01.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:28	115100/115100	---M--	200	added ('OK')	image/png	etag:%225fb516ad-1c19c%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-02.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-02.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:28	69349/69349	---M--	200	added ('OK')	image/png	etag:%225fb516b5-10ee5%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/png-tree-3.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/png-tree-3.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:28	11318/11318	---M--	200	added ('OK')	image/png	etag:%225fb516b3-2c36%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/png-tree-02.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/png-tree-02.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:29	156384/156384	---M--	200	added ('OK')	image/png	etag:%225fb516c0-262e0%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/home-default.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/home-default.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:29	132047/132047	---M--	200	added ('OK')	image/png	etag:%225fb516bf-203cf%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/creative-blog.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/creative-blog.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:29	149600/149600	---M--	200	added ('OK')	image/png	etag:%225fb516c8-24860%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/seo-blog.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/seo-blog.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:30	199993/199993	---M--	200	added ('OK')	image/png	etag:%225fb516ca-30d39%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/tech-blog.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/tech-blog.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:30	27640/27640	---M--	200	added ('OK')	image/png	etag:%225fb516bb-6bf8%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/comming-soon.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/comming-soon.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:30	186944/186944	---M--	200	added ('OK')	image/png	etag:%225fb516c5-2da40%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/lifestyle-blog.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/lifestyle-blog.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:31	865787/865787	---M--	200	added ('OK')	image/png	etag:%225fb516bf-d35fb%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/default-dark.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/default-dark.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:31	650987/650987	---M--	200	added ('OK')	image/png	etag:%225fb516bb-9eeeb%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/creative-blog-dark.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/creative-blog-dark.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:31	1002449/1002449	---M--	200	added ('OK')	image/png	etag:%225fb516cb-f4bd1%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/tech-blog-dark.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/tech-blog-dark.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:32	907596/907596	---M--	200	added ('OK')	image/png	etag:%225fb516c4-dd94c%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/lifestyle-blog-dark.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/lifestyle-blog-dark.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:32	36554/36554	---M--	200	added ('OK')	image/png	etag:%225fb516c2-8eca%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/laptop.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/laptop.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:32	783135/783135	---M--	200	added ('OK')	image/png	etag:%225fb516c8-bf31f%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/seo-blog-dark.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/seo-blog-dark.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:32	18632/18632	---M--	200	added ('OK')	image/png	etag:%225fb516c1-48c8%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/ipad.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/ipad.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:32	10885/10885	---M--	200	added ('OK')	image/png	etag:%225fb516c5-2a85%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/phone.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/demo/phone.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:32	14206/14206	---M--	200	added ('OK')	image/png	etag:%225fb516af-377e%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-03.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-03.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:33	16038/16038	---M--	200	added ('OK')	image/png	etag:%225fb516af-3ea6%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-04.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/banner-shape-04.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:33	48223/48223	---M--	200	added ('OK')	image/png	etag:%225fb516b7-bc5f%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/png-tree.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/png-tree.png	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:33	8645/8645	---M--	200	added ('OK')	application/javascript	etag:%225fb516d9-21c5%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/modernizr.min.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/modernizr.min.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:33	86927/86927	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb516d7-1538f%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/jquery.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/jquery.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:34	63206/63206	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb516d5-f6e6%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/bootstrap.min.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:34	42864/42864	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb516db-a770%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/slick.min.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/slick.min.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:34	61424/61424	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb516d6-eff0%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/gsap.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/gsap.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:34	17431/17431	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb516d9-4417%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/scrollmagic.min.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/scrollmagic.min.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:35	5569/5569	---M--	200	added ('OK')	application/javascript	etag:%225fb516d7-15c1%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/imageloaded.min.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/imageloaded.min.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:35	8452/8452	---M--	200	added ('OK')	application/javascript	etag:%225fb516db-2104%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/wow.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/vendor/wow.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:35	10046/10046	---M--	200	added ('OK')	application/javascript	etag:%225fb51698-273e%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/js/main.js	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/js/main.js	(from https://new.axilthemes.com/demo/template/splash/blogar/)
23:52:36	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb5165b-1fa36%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:36	74652/74652	---M--	200	added ('OK')	application/octet-stream	etag:%225fb5165f-1239c%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.woff2	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:37	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb5165b-1fa36%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400d41d.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:37	87520/87520	---M--	200	added ('OK')	application/font-woff	etag:%225fb5165d-155e0%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.woff	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:37	129284/129284	---M--	200	added ('OK')	application/octet-stream	etag:%225fb5165d-1f904%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.ttf	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:38	502130/502130	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb51660-7a972%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.eot	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:38	694443/694443	---M--	200	added ('OK')	image/svg+xml	etag:%225fb5165c-a98ab%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-brands-400.svg	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:38	502130/502130	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb51660-7a972%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.eot?	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900d41d.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:39	165712/165712	---M--	200	added ('OK')	application/octet-stream	etag:%225fb51667-28750%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.woff2	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:39	234468/234468	---M--	200	added ('OK')	application/font-woff	etag:%225fb51665-393e4%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.woff	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:40	501832/501832	---M--	200	added ('OK')	application/octet-stream	etag:%225fb51663-7a848%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.ttf	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:40	2277251/2277251	---M--	200	added ('OK')	image/svg+xml	etag:%225fb51672-22bf83%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-duotone-900.svg	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:40	429282/429282	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb5166a-68ce2%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.eot	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:40	429282/429282	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb5166a-68ce2%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300d41d.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:41	164968/164968	---M--	200	added ('OK')	application/octet-stream	etag:%225fb51679-28468%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.woff2	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:41	218228/218228	---M--	200	added ('OK')	application/font-woff	etag:%225fb51678-35474%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.woff	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:41	429000/429000	---M--	200	added ('OK')	application/octet-stream	etag:%225fb51676-68bc8%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.ttf	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:42	397226/397226	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb5167d-60faa%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:42	397226/397226	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb5167d-60faa%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400d41d.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:42	2077239/2077239	---M--	200	added ('OK')	image/svg+xml	etag:%225fb51676-1fb237%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.svg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-light-300.svg	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:42	152180/152180	---M--	200	added ('OK')	application/octet-stream	etag:%225fb51682-25274%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.woff2	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:42	201232/201232	---M--	200	added ('OK')	application/font-woff	etag:%225fb51681-31210%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.woff	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:43	396932/396932	---M--	200	added ('OK')	application/octet-stream	etag:%225fb51680-60e84%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.ttf	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:43	338998/338998	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb51683-52c36%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:44	1866587/1866587	---M--	200	added ('OK')	image/svg+xml	etag:%225fb5167e-1c7b5b%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-regular-400.svg	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:44	338998/338998	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225fb51683-52c36%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900d41d.eot	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:44	123060/123060	---M--	200	added ('OK')	application/octet-stream	etag:%225fb5168b-1e0b4%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.woff2	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
